img_name,img_class
cloudy_17556.jpg,cloudy
cloudy_25127.jpg,cloudy
cloudy_15562.jpg,cloudy
water_1147.jpg,water
water_1788.jpg,water
cloudy_16997.jpg,cloudy
cloudy_13078.jpg,cloudy
cloudy_35399.jpg,cloudy
forest_2131.jpg,forest
cloudy_37495.jpg,cloudy
water_766.jpg,water
cloudy_29732.jpg,cloudy
water_1154.jpg,water
cloudy_4717.jpg,cloudy
water_811.jpg,water
forest_2186.jpg,forest
cloudy_11871.jpg,cloudy
water_44.jpg,water
forest_965.jpg,forest
cloudy_8198.jpg,cloudy
forest_2024.jpg,forest
water_323.jpg,water
water_1249.jpg,water
water_925.jpg,water
water_1493.jpg,water
water_980.jpg,water
cloudy_13475.jpg,cloudy
desert_832.jpg,desert
desert_764.jpg,desert
desert_347.jpg,desert
cloudy_3366.jpg,cloudy
cloudy_4293.jpg,cloudy
desert_15.jpg,desert
cloudy_39385.jpg,cloudy
desert_544.jpg,desert
forest_2089.jpg,forest
forest_917.jpg,forest
forest_549.jpg,forest
desert_965.jpg,desert
desert_969.jpg,desert
forest_767.jpg,forest
forest_2999.jpg,forest
water_1759.jpg,water
cloudy_3136.jpg,cloudy
cloudy_1968.jpg,cloudy
water_1592.jpg,water
cloudy_18513.jpg,cloudy
forest_540.jpg,forest
forest_758.jpg,forest
water_1733.jpg,water
cloudy_36006.jpg,cloudy
cloudy_5368.jpg,cloudy
water_1634.jpg,water
desert_19.jpg,desert
water_982.jpg,water
cloudy_27810.jpg,cloudy
forest_908.jpg,forest
water_668.jpg,water
forest_774.jpg,forest
cloudy_28684.jpg,cloudy
forest_1983.jpg,forest
desert_639.jpg,desert
water_2979.jpg,water
cloudy_15364.jpg,cloudy
desert_939.jpg,desert
forest_385.jpg,forest
desert_1080.jpg,desert
water_2981.jpg,water
forest_2890.jpg,forest
water_2814.jpg,water
cloudy_20051.jpg,cloudy
water_1975.jpg,water
desert_759.jpg,desert
forest_2074.jpg,forest
forest_2978.jpg,forest
desert_304.jpg,desert
water_63.jpg,water
water_732.jpg,water
cloudy_40041.jpg,cloudy
water_2493.jpg,water
cloudy_27120.jpg,cloudy
cloudy_15351.jpg,cloudy
desert_266.jpg,desert
desert_145.jpg,desert
water_317.jpg,water
desert_39.jpg,desert
cloudy_24080.jpg,cloudy
cloudy_5025.jpg,cloudy
water_2685.jpg,water
forest_1953.jpg,forest
forest_2904.jpg,forest
forest_499.jpg,forest
water_1241.jpg,water
cloudy_40475.jpg,cloudy
cloudy_30762.jpg,cloudy
cloudy_12360.jpg,cloudy
forest_292.jpg,forest
desert_1035.jpg,desert
water_2818.jpg,water
forest_595.jpg,forest
water_1254.jpg,water
desert_909.jpg,desert
cloudy_23417.jpg,cloudy
water_1027.jpg,water
cloudy_32617.jpg,cloudy
cloudy_12097.jpg,cloudy
water_376.jpg,water
desert_803.jpg,desert
cloudy_10952.jpg,cloudy
forest_2026.jpg,forest
forest_686.jpg,forest
cloudy_22808.jpg,cloudy
cloudy_15868.jpg,cloudy
cloudy_30882.jpg,cloudy
water_1616.jpg,water
desert_252.jpg,desert
water_720.jpg,water
water_1061.jpg,water
forest_904.jpg,forest
water_1713.jpg,water
forest_1969.jpg,forest
desert_668.jpg,desert
cloudy_32698.jpg,cloudy
forest_988.jpg,forest
water_113.jpg,water
water_617.jpg,water
cloudy_11549.jpg,cloudy
water_71.jpg,water
forest_727.jpg,forest
desert_655.jpg,desert
forest_764.jpg,forest
forest_869.jpg,forest
desert_340.jpg,desert
desert_275.jpg,desert
desert_1037.jpg,desert
cloudy_34079.jpg,cloudy
water_1524.jpg,water
water_825.jpg,water
forest_639.jpg,forest
cloudy_12502.jpg,cloudy
desert_230.jpg,desert
cloudy_34831.jpg,cloudy
desert_202.jpg,desert
cloudy_11844.jpg,cloudy
water_725.jpg,water
forest_21.jpg,forest
desert_669.jpg,desert
forest_425.jpg,forest
desert_393.jpg,desert
cloudy_23806.jpg,cloudy
forest_2939.jpg,forest
forest_968.jpg,forest
desert_663.jpg,desert
cloudy_29368.jpg,cloudy
water_2659.jpg,water
cloudy_9179.jpg,cloudy
desert_730.jpg,desert
water_975.jpg,water
forest_2278.jpg,forest
desert_923.jpg,desert
water_1222.jpg,water
water_888.jpg,water
water_2219.jpg,water
cloudy_29151.jpg,cloudy
forest_814.jpg,forest
desert_225.jpg,desert
desert_374.jpg,desert
forest_1934.jpg,forest
cloudy_10642.jpg,cloudy
desert_776.jpg,desert
forest_2250.jpg,forest
water_1268.jpg,water
cloudy_4534.jpg,cloudy
water_2832.jpg,water
cloudy_24891.jpg,cloudy
cloudy_28808.jpg,cloudy
cloudy_11191.jpg,cloudy
desert_604.jpg,desert
cloudy_4026.jpg,cloudy
cloudy_28463.jpg,cloudy
forest_583.jpg,forest
cloudy_1086.jpg,cloudy
cloudy_29653.jpg,cloudy
desert_285.jpg,desert
cloudy_31358.jpg,cloudy
cloudy_32526.jpg,cloudy
cloudy_9108.jpg,cloudy
water_1839.jpg,water
water_390.jpg,water
forest_2192.jpg,forest
desert_542.jpg,desert
forest_1464.jpg,forest
cloudy_22027.jpg,cloudy
cloudy_25109.jpg,cloudy
cloudy_30311.jpg,cloudy
cloudy_38263.jpg,cloudy
water_1933.jpg,water
water_657.jpg,water
forest_2957.jpg,forest
forest_828.jpg,forest
forest_2305.jpg,forest
desert_123.jpg,desert
desert_689.jpg,desert
cloudy_34895.jpg,cloudy
desert_883.jpg,desert
water_1407.jpg,water
cloudy_5235.jpg,cloudy
water_767.jpg,water
water_2895.jpg,water
desert_100.jpg,desert
water_721.jpg,water
forest_2030.jpg,forest
forest_2286.jpg,forest
cloudy_11307.jpg,cloudy
cloudy_3128.jpg,cloudy
cloudy_6068.jpg,cloudy
forest_23.jpg,forest
forest_725.jpg,forest
water_1792.jpg,water
water_441.jpg,water
forest_2251.jpg,forest
desert_775.jpg,desert
cloudy_21502.jpg,cloudy
water_628.jpg,water
cloudy_19442.jpg,cloudy
water_1643.jpg,water
